0	-51
0.1	-51.0008
0.2	-51.0016
0.3	-51.0025
0.4	-51.0035
0.5	-51.0047
0.6	-51.0061
0.7	-51.0075
0.8	-51.0091
0.9	-51.0107
1	-51.0124
1.1	-51.0141
1.2	-51.0158
1.3	-51.0176
1.4	-51.0194
1.5	-51.0212
1.6	-51.0229
1.7	-51.0247
1.8	-51.0265
1.9	-51.0283
2	-51.03
2.1	-51.0318
2.2	-51.0335
2.3	-51.0352
2.4	-51.0369
2.5	-51.0386
2.6	-51.0403
2.7	-51.042
2.8	-51.0436
2.9	-51.0452
3	-51.0468
3.1	-51.0484
3.2	-51.05
3.3	-51.0516
3.4	-51.0531
3.5	-51.0547
3.6	-51.0562
3.7	-51.0577
3.8	-51.0592
3.9	-51.0607
4	-51.0621
4.1	-51.0636
4.2	-51.065
4.3	-51.0664
4.4	-51.0678
4.5	-51.0692
4.6	-51.0706
4.7	-51.0719
4.8	-51.0733
4.9	-51.0746
5	-51.0759
5.1	-51.0773
5.2	-51.0785
5.3	-51.0798
5.4	-51.0811
5.5	-51.0824
5.6	-51.0836
5.7	-51.0848
5.8	-51.086
5.9	-51.0872
6	-51.0884
6.1	-51.0896
6.2	-51.0908
6.3	-51.0919
6.4	-51.0931
6.5	-51.0942
6.6	-51.0953
6.7	-51.0965
6.8	-51.0976
6.9	-51.0987
7	-51.0997
7.1	-51.1008
7.2	-51.1019
7.3	-51.1029
7.4	-51.1039
7.5	-51.105
7.6	-51.106
7.7	-51.107
7.8	-51.108
7.9	-51.109
8	-51.1099
8.1	-51.1109
8.2	-51.1119
8.3	-51.1128
8.4	-51.1137
8.5	-51.1147
8.6	-51.1156
8.7	-51.1165
8.8	-51.1174
8.9	-51.1183
9	-51.1192
9.1	-51.12
9.2	-51.1209
9.3	-51.1217
9.4	-51.1226
9.5	-51.1234
9.6	-51.1243
9.7	-51.1251
9.8	-51.1259
9.9	-51.1267
10	-51.1275
10.1	-51.1283
10.2	-51.1291
10.3	-51.1298
10.4	-51.1306
10.5	-51.1314
10.6	-51.1321
10.7	-51.1329
10.8	-51.1336
10.9	-51.1343
11	-51.135
11.1	-51.1357
11.2	-51.1365
11.3	-51.1372
11.4	-51.1378
11.5	-51.1385
11.6	-51.1392
11.7	-51.1399
11.8	-51.1405
11.9	-51.1412
12	-51.1419
12.1	-51.1425
12.2	-51.1431
12.3	-51.1438
12.4	-51.1444
12.5	-51.145
12.6	-51.1456
12.7	-51.1462
12.8	-51.1468
12.9	-51.1474
13	-51.148
13.1	-51.1486
13.2	-51.1492
13.3	-51.1498
13.4	-51.1503
13.5	-51.1509
13.6	-51.1514
13.7	-51.152
13.8	-51.1525
13.9	-51.1531
14	-51.1536
14.1	-51.1541
14.2	-51.1547
14.3	-51.1552
14.4	-51.1557
14.5	-51.1562
14.6	-51.1567
14.7	-51.1572
14.8	-51.1577
14.9	-51.1582
15	-51.1586
15.1	-51.1591
15.2	-51.1596
15.3	-51.1601
15.4	-51.1605
15.5	-51.161
15.6	-51.1614
15.7	-51.1619
15.8	-51.1623
15.9	-51.1628
16	-51.1632
16.1	-51.1637
16.2	-51.1641
16.3	-51.1645
16.4	-51.1649
16.5	-51.1653
16.6	-51.1658
16.7	-51.1662
16.8	-51.1666
16.9	-51.167
17	-51.1674
17.1	-51.1678
17.2	-51.1681
17.3	-51.1685
17.4	-51.1689
17.5	-51.1693
17.6	-51.1697
17.7	-51.17
17.8	-51.1704
17.9	-51.1707
18	-51.1711
18.1	-51.1715
18.2	-51.1718
18.3	-51.1722
18.4	-51.1725
18.5	-51.1728
